A_id	B_id	label	select	user_id
7	8	surprise	B	1227862148
9	2	surprise	B	1227780522
5	3	surprise	A	1227780522
10	8	surprise	A	1227780522
9	4	surprise	B	1227780522
4	5	surprise	A	1227780522
8	6	surprise	B	1227780522
9	10	surprise	B	1227780522
1	3	surprise	A	1227780522
1	7	surprise	B	1227780522
9	8	surprise	B	1227780522
8	7	surprise	A	1227780522
2	7	surprise	A	1227780522
3	8	surprise	B	1227780522
10	3	surprise	A	1227780522
4	9	surprise	A	1227780522
8	2	surprise	B	1227867791
5	9	surprise	A	1227867791
7	10	surprise	B	1227867791
2	1	surprise	A	1227867791
4	8	surprise	A	1227867791
9	6	surprise	B	1227867791
7	1	surprise	B	1227867791
4	5	surprise	B	1227867791
7	4	surprise	A	1227867791
1	10	surprise	B	1227867791
5	1	surprise	B	1227867791
7	8	surprise	B	1227867791
2	9	surprise	A	1227867791
1	3	surprise	B	1227867791
3	10	surprise	B	1227867791
9	8	surprise	B	1225375952
8	10	surprise	B	1225375952
7	9	surprise	A	1225375952
9	1	surprise	B	1225375952
2	5	surprise	A	1225375952
2	3	surprise	A	1225375952
5	2	surprise	B	1225375952
6	1	surprise	A	1225375952
8	7	surprise	A	1225375952
4	3	surprise	B	1225375952
5	7	surprise	B	1225375952
5	2	surprise	B	1225375952
2	4	surprise	A	1225375952
10	6	surprise	B	1225375952
4	5	surprise	B	1225375952
1	6	surprise	A	1225337709
8	10	surprise	B	1225337709
10	6	surprise	A	1225337709
5	3	surprise	B	1225337709
5	4	surprise	A	1225337709
10	6	surprise	A	1225337709
4	8	surprise	A	1225337709
4	5	surprise	B	1225337709
1	9	surprise	B	1225337709
2	1	surprise	B	1225337709
1	6	surprise	A	1225337709
9	10	surprise	A	1225337709
4	9	surprise	B	1225337709
1	9	surprise	B	1225337709
10	6	surprise	A	1225337709
5	8	surprise	A	1227801783
5	10	surprise	A	1227801783
5	1	surprise	B	1227801783
5	3	surprise	A	1227801783
3	4	surprise	A	1227801783
2	9	surprise	B	1227801783
6	7	surprise	B	1227801783
10	1	surprise	B	1227801783
3	1	surprise	B	1227801783
1	4	surprise	A	1227801783
7	10	surprise	B	1227801783
6	3	surprise	B	1227801783
2	4	surprise	A	1227801783
8	9	surprise	B	1227801783
8	1	surprise	B	1227801783
9	10	surprise	A	1228210995
5	9	surprise	A	1228210995
5	10	surprise	A	1228210995
8	3	surprise	B	1228210995
5	1	surprise	B	1228210995
7	1	surprise	B	1228210995
2	7	surprise	A	1228210995
4	9	surprise	B	1228210995
2	9	surprise	B	1228210995
5	7	surprise	A	1228210995
3	8	surprise	A	1228210995
3	8	surprise	A	1228210995
2	10	surprise	A	1228210995
9	5	surprise	A	1228210995
4	8	surprise	A	1228210995
10	9	surprise	A	1228224709
2	7	surprise	A	1228224709
9	6	surprise	B	1228224709
6	10	surprise	A	1228224709
8	6	surprise	B	1228224709
4	1	surprise	B	1228224709
6	1	surprise	B	1228224709
6	7	surprise	A	1228224709
4	10	surprise	B	1228224709
6	4	surprise	A	1228224709
4	9	surprise	A	1228224709
6	5	surprise	B	1228224709
5	9	surprise	A	1228224709
10	1	surprise	A	1228224709
1	3	surprise	A	1228224709
8	10	surprise	B	1227207156
5	8	surprise	A	1227207156
8	10	surprise	B	1227207156
5	1	surprise	B	1227207156
3	1	surprise	B	1227207156
9	2	surprise	A	1227207156
6	3	surprise	B	1227207156
3	6	surprise	A	1227207156
3	8	surprise	A	1227207156
7	8	surprise	B	1227207156
4	8	surprise	B	1227207156
1	7	surprise	A	1227207156
3	6	surprise	A	1227207156
6	4	surprise	B	1227207156
9	1	surprise	A	1227207156
3	5	surprise	B	1227052283
8	4	surprise	A	1227052283
10	7	surprise	B	1227052283
5	4	surprise	A	1227052283
10	9	surprise	A	1227052283
7	6	surprise	A	1227052283
1	10	surprise	A	1227052283
4	10	surprise	B	1227052283
1	6	surprise	A	1227052283
3	9	surprise	A	1227052283
1	10	surprise	A	1227052283
5	1	surprise	A	1227052283
1	3	surprise	A	1227052283
6	8	surprise	A	1227052283
10	8	surprise	A	1227052283
6	3	surprise	B	1227970226
5	10	surprise	A	1227970226
2	7	surprise	B	1227970226
7	2	surprise	A	1227970226
7	6	surprise	A	1227970226
2	7	surprise	B	1227970226
5	4	surprise	A	1227970226
5	8	surprise	A	1227970226
3	10	surprise	A	1227970226
2	5	surprise	B	1227970226
2	5	surprise	B	1227970226
10	7	surprise	A	1227970226
6	9	surprise	B	1227970226
7	8	surprise	A	1227970226
4	5	surprise	A	1227970226
6	1	surprise	B	1224938299
4	6	surprise	B	1224938299
3	5	surprise	B	1224938299
10	3	surprise	B	1224938299
8	3	surprise	A	1224938299
2	10	surprise	A	1224938299
7	10	surprise	A	1224938299
7	5	surprise	B	1224938299
3	10	surprise	A	1224938299
9	8	surprise	B	1224938299
1	9	surprise	A	1224938299
4	8	surprise	B	1224938299
8	6	surprise	B	1224938299
8	9	surprise	A	1224938299
8	3	surprise	A	1224938299
10	9	surprise	B	1225203817
7	3	surprise	B	1225203817
9	10	surprise	A	1225203817
5	9	surprise	A	1225203817
10	1	surprise	B	1225203817
1	7	surprise	A	1225203817
8	9	surprise	A	1225203817
8	9	surprise	A	1225203817
1	8	surprise	A	1225203817
8	9	surprise	A	1225203817
10	2	surprise	A	1225203817
6	8	surprise	B	1225203817
7	1	surprise	B	1225203817
1	7	surprise	A	1225203817
8	6	surprise	A	1225203817
4	8	surprise	A	1227070493
2	10	surprise	A	1227070493
1	10	surprise	A	1227070493
5	9	surprise	A	1227070493
4	10	surprise	A	1227070493
10	9	surprise	B	1227070493
7	9	surprise	B	1227070493
8	10	surprise	B	1227070493
3	1	surprise	A	1227070493
7	8	surprise	B	1227070493
7	6	surprise	A	1227070493
10	8	surprise	A	1227070493
4	7	surprise	A	1227070493
8	10	surprise	B	1227070493
3	9	surprise	A	1227070493
3	6	surprise	B	1227318828
7	2	surprise	B	1227318828
6	5	surprise	A	1227318828
2	5	surprise	A	1227318828
1	4	surprise	B	1227318828
3	6	surprise	B	1227318828
7	1	surprise	A	1227318828
10	4	surprise	B	1227318828
2	4	surprise	A	1227318828
2	3	surprise	A	1227318828
1	4	surprise	B	1227318828
7	6	surprise	B	1227318828
4	3	surprise	A	1227318828
7	2	surprise	A	1227318828
1	2	surprise	B	1227318828
3	7	surprise	A	1227145795
4	7	surprise	B	1227145795
7	1	surprise	B	1227145795
3	8	surprise	A	1227145795
10	9	surprise	B	1227145795
4	9	surprise	B	1227145795
1	4	surprise	A	1227145795
2	8	surprise	B	1227145795
4	8	surprise	B	1227145795
4	2	surprise	B	1227145795
5	10	surprise	A	1227145795
9	1	surprise	B	1227145795
9	8	surprise	A	1227145795
8	2	surprise	B	1227145795
7	1	surprise	B	1227145795
2	6	surprise	A	1225347230
5	10	surprise	B	1225347230
3	8	surprise	B	1225347230
6	1	surprise	B	1225347230
4	8	surprise	A	1225347230
6	8	surprise	A	1225347230
4	1	surprise	A	1225347230
2	6	surprise	A	1225347230
3	10	surprise	B	1225347230
10	1	surprise	A	1225347230
6	10	surprise	B	1225347230
10	1	surprise	A	1225347230
2	5	surprise	A	1225347230
6	2	surprise	B	1225347230
5	10	surprise	B	1225347230
10	6	surprise	A	1228028099
8	9	surprise	B	1228028099
3	4	surprise	A	1228028099
6	10	surprise	B	1228028099
1	3	surprise	A	1228028099
5	3	surprise	B	1228028099
4	7	surprise	B	1228028099
8	6	surprise	A	1228028099
3	7	surprise	A	1228028099
9	8	surprise	A	1228028099
1	2	surprise	A	1228028099
8	2	surprise	A	1228028099
10	7	surprise	A	1228028099
4	7	surprise	A	1228028099
3	5	surprise	B	1228028099
6	5	surprise	B	1227233236
3	4	surprise	A	1227233236
7	9	surprise	B	1227233236
5	7	surprise	A	1227233236
3	9	surprise	B	1227233236
3	4	surprise	A	1227233236
1	4	surprise	A	1227233236
7	8	surprise	B	1227233236
5	9	surprise	B	1227233236
6	3	surprise	B	1227233236
9	2	surprise	A	1227233236
5	9	surprise	B	1227233236
6	4	surprise	B	1227233236
3	5	surprise	B	1227233236
4	10	surprise	B	1227233236
2	8	surprise	B	1227829901
5	4	surprise	A	1227829901
4	8	surprise	A	1227829901
8	7	surprise	A	1227829901
2	1	surprise	B	1227829901
10	1	surprise	A	1227829901
6	2	surprise	A	1227829901
9	2	surprise	A	1227829901
3	9	surprise	A	1227829901
9	1	surprise	A	1227829901
3	4	surprise	A	1227829901
9	4	surprise	A	1227829901
2	6	surprise	A	1227829901
6	3	surprise	B	1227829901
7	8	surprise	A	1227829901
4	8	surprise	B	1227001169
4	3	surprise	B	1227001169
6	3	surprise	B	1227001169
7	6	surprise	A	1227001169
1	7	surprise	A	1227001169
9	1	surprise	A	1227001169
1	2	surprise	A	1227001169
8	6	surprise	A	1227001169
2	4	surprise	A	1227001169
3	1	surprise	A	1227001169
1	3	surprise	B	1227001169
1	8	surprise	A	1227001169
5	4	surprise	A	1227001169
4	10	surprise	A	1227001169
6	8	surprise	B	1227001169
9	1	surprise	B	1225288588
6	3	surprise	B	1225288588
9	2	surprise	B	1225288588
9	7	surprise	A	1225288588
9	4	surprise	B	1225288588
2	7	surprise	A	1225288588
1	10	surprise	A	1225288588
5	3	surprise	A	1225288588
1	9	surprise	A	1225288588
8	9	surprise	A	1225288588
1	9	surprise	A	1225288588
9	7	surprise	B	1225288588
2	1	surprise	A	1225288588
9	1	surprise	B	1225288588
1	9	surprise	A	1225288588
9	2	surprise	A	1227020327
4	6	surprise	A	1227020327
6	8	surprise	B	1227020327
3	5	surprise	B	1227020327
1	9	surprise	B	1227020327
3	1	surprise	A	1227020327
1	5	surprise	B	1227020327
2	6	surprise	B	1227020327
6	4	surprise	B	1227020327
8	3	surprise	B	1227020327
3	5	surprise	B	1227020327
1	8	surprise	A	1227020327
2	6	surprise	A	1227020327
4	1	surprise	B	1227020327
7	5	surprise	B	1227020327
8	6	surprise	A	1228088046
9	8	surprise	B	1228088046
10	1	surprise	B	1228088046
10	4	surprise	A	1228088046
6	5	surprise	B	1228088046
5	2	surprise	A	1228088046
8	9	surprise	B	1228088046
1	4	surprise	A	1228088046
10	8	surprise	B	1228088046
7	1	surprise	B	1228088046
8	7	surprise	B	1228088046
2	9	surprise	B	1228088046
6	3	surprise	B	1228088046
6	7	surprise	B	1228088046
4	9	surprise	A	1228088046
4	2	surprise	A	1224966711
8	7	surprise	B	1224966711
5	3	surprise	A	1224966711
4	2	surprise	A	1224966711
8	3	surprise	A	1224966711
5	10	surprise	B	1224966711
10	4	surprise	A	1224966711
6	2	surprise	A	1224966711
10	3	surprise	A	1224966711
8	9	surprise	B	1224966711
9	1	surprise	B	1224966711
7	8	surprise	B	1224966711
5	8	surprise	A	1224966711
2	7	surprise	A	1224966711
4	8	surprise	A	1224966711
1	13	happiness		A	1227272022
8	10	happiness		B	1227272022
7	17	happiness		A	1227272022
5	15	happiness		B	1227272022
8	5	happiness		A	1227272022
3	18	happiness		B	1227272022
8	13	happiness		A	1227272022
10	14	happiness		A	1227272022
13	11	happiness		A	1227272022
11	17	happiness		A	1227272022
8	5	happiness		A	1227272022
11	5	happiness		A	1227272022
12	13	happiness		B	1227272022
11	5	happiness		A	1227272022
2	10	happiness		B	1227272022
16	8	happiness		B	1224938299
12	15	happiness		B	1224938299
8	5	happiness		A	1224938299
2	18	happiness		B	1224938299
9	2	happiness		A	1224938299
9	3	happiness		A	1224938299
12	11	happiness		B	1224938299
2	1	happiness		B	1224938299
1	15	happiness		B	1224938299
4	17	happiness		A	1224938299
6	9	happiness		B	1224938299
14	2	happiness		A	1224938299
1	11	happiness		A	1224938299
1	3	happiness		A	1224938299
13	5	happiness		A	1224938299
16	3	happiness		A	1227554215
7	16	happiness		A	1227554215
13	1	happiness		B	1227554215
11	14	happiness		B	1227554215
3	10	happiness		A	1227554215
9	1	happiness		A	1227554215
10	2	happiness		A	1227554215
16	13	happiness		A	1227554215
10	3	happiness		A	1227554215
10	12	happiness		A	1227554215
2	15	happiness		B	1227554215
15	6	happiness		A	1227554215
1	11	happiness		A	1227554215
14	8	happiness		B	1227554215
7	16	happiness		A	1227554215
18	17	happiness		A	1226376282
14	11	happiness		A	1226376282
1	5	happiness		A	1226376282
7	4	happiness		A	1226376282
5	14	happiness		B	1226376282
6	16	happiness		B	1226376282
3	10	happiness		B	1226376282
18	4	happiness		A	1226376282
16	2	happiness		A	1226376282
3	8	happiness		B	1226376282
13	10	happiness		B	1226376282
8	10	happiness		A	1226376282
5	17	happiness		A	1226376282
13	7	happiness		B	1226376282
8	3	happiness		A	1226376282
5	10	happiness		B	1228124834
8	2	happiness		A	1228124834
6	3	happiness		B	1228124834
16	5	happiness		B	1228124834
11	15	happiness		A	1228124834
12	11	happiness		B	1228124834
12	11	happiness		B	1228124834
2	4	happiness		B	1228124834
6	11	happiness		B	1228124834
5	15	happiness		B	1228124834
17	4	happiness		B	1228124834
15	5	happiness		A	1228124834
4	14	happiness		A	1228124834
14	2	happiness		A	1228124834
10	17	happiness		A	1228124834
9	4	happiness		A	1227102206
2	17	happiness		B	1227102206
1	10	happiness		B	1227102206
15	13	happiness		B	1227102206
7	4	happiness		B	1227102206
12	8	happiness		A	1227102206
11	16	happiness		B	1227102206
3	2	happiness		B	1227102206
7	11	happiness		A	1227102206
14	8	happiness		B	1227102206
8	9	happiness		B	1227102206
8	17	happiness		B	1227102206
2	10	happiness		B	1227102206
7	6	happiness		B	1227102206
12	6	happiness		B	1227102206
18	10	happiness		B	1227255277
17	10	happiness		B	1227255277
18	14	happiness		B	1227255277
1	18	happiness		B	1227255277
9	17	happiness		B	1227255277
12	10	happiness		B	1227255277
8	4	happiness		B	1227255277
18	12	happiness		A	1227255277
13	1	happiness		A	1227255277
15	4	happiness		A	1227255277
15	12	happiness		A	1227255277
7	17	happiness		A	1227255277
15	4	happiness		A	1227255277
17	12	happiness		B	1227255277
1	9	happiness		A	1227255277
3	4	happiness		A	1226804054
9	10	happiness		A	1226804054
9	10	happiness		A	1226804054
18	3	happiness		B	1226804054
7	15	happiness		A	1226804054
14	3	happiness		A	1226804054
8	6	happiness		A	1226804054
8	6	happiness		A	1226804054
3	2	happiness		A	1226804054
13	17	happiness		A	1226804054
3	10	happiness		A	1226804054
13	7	happiness		B	1226804054
10	7	happiness		A	1226804054
1	17	happiness		A	1226804054
9	16	happiness		B	1226804054
7	6	happiness		A	1227907829
2	13	happiness		B	1227907829
4	18	happiness		B	1227907829
18	6	happiness		A	1227907829
4	11	happiness		B	1227907829
6	13	happiness		B	1227907829
6	8	happiness		A	1227907829
13	9	happiness		B	1227907829
15	18	happiness		B	1227907829
9	2	happiness		A	1227907829
2	14	happiness		B	1227907829
12	16	happiness		A	1227907829
11	17	happiness		A	1227907829
5	9	happiness		B	1227907829
15	3	happiness		A	1227907829
18	2	happiness		A	1226239998
10	5	happiness		B	1226239998
14	2	happiness		A	1226239998
14	3	happiness		B	1226239998
15	3	happiness		A	1226239998
2	4	happiness		B	1226239998
9	14	happiness		A	1226239998
15	2	happiness		A	1226239998
14	1	happiness		B	1226239998
2	8	happiness		B	1226239998
3	13	happiness		B	1226239998
8	4	happiness		B	1226239998
9	10	happiness		B	1226239998
3	13	happiness		B	1226239998
4	12	happiness		A	1226239998
1	5	happiness		A	1228062521
1	6	happiness		A	1228062521
13	15	happiness		B	1228062521
14	18	happiness		A	1228062521
18	8	happiness		B	1228062521
9	11	happiness		A	1228062521
15	6	happiness		A	1228062521
14	12	happiness		B	1228062521
3	17	happiness		A	1228062521
2	4	happiness		B	1228062521
3	5	happiness		B	1228062521
3	17	happiness		A	1228062521
3	12	happiness		A	1228062521
3	10	happiness		A	1228062521
1	3	happiness		A	1228062521
17	13	happiness		A	1226913708
8	9	happiness		B	1226913708
15	16	happiness		A	1226913708
4	13	happiness		B	1226913708
6	7	happiness		B	1226913708
12	7	happiness		A	1226913708
18	16	happiness		A	1226913708
15	9	happiness		B	1226913708
6	3	happiness		A	1226913708
12	16	happiness		A	1226913708
3	14	happiness		A	1226913708
15	5	happiness		B	1226913708
8	1	happiness		B	1226913708
11	7	happiness		A	1226913708
15	10	happiness		A	1226913708
5	9	happiness		A	1228188235
1	15	happiness		A	1228188235
4	16	happiness		A	1228188235
9	14	happiness		A	1228188235
1	14	happiness		A	1228188235
9	15	happiness		B	1228188235
9	12	happiness		B	1228188235
5	11	happiness		A	1228188235
6	15	happiness		B	1228188235
14	18	happiness		A	1228188235
16	12	happiness		A	1228188235
1	7	happiness		B	1228188235
13	14	happiness		B	1228188235
14	4	happiness		B	1228188235
17	1	happiness		B	1228188235
17	3	happiness		B	1226239803
18	4	happiness		A	1226239803
11	16	happiness		A	1226239803
9	17	happiness		A	1226239803
2	1	happiness		B	1226239803
10	14	happiness		A	1226239803
9	7	happiness		B	1226239803
7	18	happiness		B	1226239803
17	7	happiness		B	1226239803
8	3	happiness		B	1226239803
10	16	happiness		A	1226239803
9	10	happiness		B	1226239803
16	7	happiness		B	1226239803
7	10	happiness		B	1226239803
8	9	happiness		A	1226239803
8	5	happiness		B	1226584794
15	4	happiness		A	1226584794
7	16	happiness		A	1226584794
18	7	happiness		B	1226584794
9	17	happiness		A	1226584794
10	6	happiness		A	1226584794
2	10	happiness		B	1226584794
16	13	happiness		A	1226584794
17	1	happiness		B	1226584794
13	15	happiness		B	1226584794
4	3	happiness		B	1226584794
9	3	happiness		B	1226584794
15	8	happiness		A	1226584794
13	12	happiness		A	1226584794
1	10	happiness		A	1226584794
10	15	happiness		B	1225069777
18	17	happiness		A	1225069777
13	4	happiness		A	1225069777
13	2	happiness		A	1225069777
11	18	happiness		B	1225069777
14	10	happiness		B	1225069777
10	3	happiness		A	1225069777
11	10	happiness		B	1225069777
6	5	happiness		B	1225069777
10	11	happiness		A	1225069777
3	8	happiness		B	1225069777
18	17	happiness		A	1225069777
11	8	happiness		B	1225069777
12	10	happiness		B	1225069777
11	3	happiness		B	1225069777
2	17	happiness		B	1227306022
14	7	happiness		B	1227306022
5	14	happiness		B	1227306022
10	17	happiness		A	1227306022
12	14	happiness		B	1227306022
15	6	happiness		B	1227306022
8	2	happiness		A	1227306022
1	15	happiness		A	1227306022
5	11	happiness		B	1227306022
5	17	happiness		B	1227306022
6	5	happiness		A	1227306022
11	4	happiness		A	1227306022
8	5	happiness		A	1227306022
8	2	happiness		A	1227306022
11	18	happiness		B	1227306022
3	5	happiness		B	1228012106
14	12	happiness		A	1228012106
7	18	happiness		B	1228012106
10	13	happiness		A	1228012106
4	15	happiness		B	1228012106
16	4	happiness		B	1228012106
13	5	happiness		B	1228012106
11	3	happiness		A	1228012106
17	14	happiness		B	1228012106
12	4	happiness		B	1228012106
11	15	happiness		A	1228012106
7	10	happiness		B	1228012106
1	7	happiness		B	1228012106
2	6	happiness		A	1228012106
5	14	happiness		A	1228012106
8	5	happiness		A	1228159180
4	6	happiness		B	1228159180
14	17	happiness		A	1228159180
15	7	happiness		A	1228159180
13	18	happiness		B	1228159180
11	5	happiness		A	1228159180
8	1	happiness		A	1228159180
1	14	happiness		B	1228159180
12	11	happiness		B	1228159180
15	1	happiness		A	1228159180
14	11	happiness		A	1228159180
8	5	happiness		A	1228159180
18	7	happiness		A	1228159180
6	1	happiness		A	1228159180
11	2	happiness		B	1228159180
1	15	happiness		A	1227111123
4	6	happiness		B	1227111123
8	1	happiness		B	1227111123
4	6	happiness		B	1227111123
18	15	happiness		B	1227111123
9	18	happiness		B	1227111123
3	8	happiness		B	1227111123
5	17	happiness		A	1227111123
1	9	happiness		B	1227111123
11	1	happiness		B	1227111123
17	15	happiness		A	1227111123
2	6	happiness		B	1227111123
2	15	happiness		B	1227111123
13	15	happiness		B	1227111123
16	8	happiness		B	1227111123
15	10	happiness		A	1228203593
9	4	happiness		A	1228203593
9	12	happiness		A	1228203593
14	16	happiness		A	1228203593
9	15	happiness		B	1228203593
6	14	happiness		B	1228203593
17	10	happiness		B	1228203593
4	13	happiness		A	1228203593
3	6	happiness		A	1228203593
12	15	happiness		A	1228203593
1	14	happiness		A	1228203593
12	11	happiness		B	1228203593
12	6	happiness		A	1228203593
12	2	happiness		A	1228203593
14	2	happiness		A	1228203593
5	2	happiness		A	1227785840
14	10	happiness		A	1227785840
6	15	happiness		B	1227785840
7	8	happiness		B	1227785840
13	11	happiness		B	1227785840
8	6	happiness		A	1227785840
14	18	happiness		B	1227785840
4	2	happiness		A	1227785840
3	5	happiness		A	1227785840
13	2	happiness		A	1227785840
14	2	happiness		A	1227785840
13	9	happiness		B	1227785840
8	2	happiness		A	1227785840
5	1	happiness		B	1227785840
8	3	happiness		A	1227785840
17	7	happiness		B	1227249490
16	17	happiness		A	1227249490
5	9	happiness		A	1227249490
14	3	happiness		B	1227249490
18	16	happiness		A	1227249490
17	9	happiness		B	1227249490
5	13	happiness		A	1227249490
1	6	happiness		A	1227249490
10	15	happiness		B	1227249490
4	17	happiness		A	1227249490
10	1	happiness		B	1227249490
7	16	happiness		A	1227249490
18	12	happiness		B	1227249490
15	2	happiness		A	1227249490
15	17	happiness		A	1227249490
11	15	happiness		B	1225605228
11	6	happiness		A	1225605228
8	6	happiness		B	1225605228
7	14	happiness		B	1225605228
5	15	happiness		A	1225605228
6	13	happiness		B	1225605228
4	2	happiness		B	1225605228
6	7	happiness		A	1225605228
7	11	happiness		B	1225605228
6	16	happiness		A	1225605228
2	17	happiness		B	1225605228
17	3	happiness		B	1225605228
4	9	happiness		B	1225605228
14	3	happiness		B	1225605228
14	5	happiness		A	1225605228
6	1	happiness		B	1225777013
1	9	happiness		B	1225777013
12	5	happiness		B	1225777013
13	17	happiness		A	1225777013
5	12	happiness		A	1225777013
14	2	happiness		A	1225777013
15	7	happiness		B	1225777013
10	17	happiness		B	1225777013
3	16	happiness		B	1225777013
14	1	happiness		A	1225777013
13	9	happiness		B	1225777013
5	18	happiness		B	1225777013
8	16	happiness		A	1225777013
16	13	happiness		B	1225777013
16	13	happiness		B	1225777013
9	17	happiness		A	1228189647
4	11	happiness		B	1228189647
1	12	happiness		B	1228189647
3	13	happiness		B	1228189647
18	7	happiness		A	1228189647
15	4	happiness		A	1228189647
15	2	happiness		A	1228189647
7	11	happiness		B	1228189647
10	2	happiness		A	1228189647
17	18	happiness		B	1228189647
11	15	happiness		A	1228189647
6	1	happiness		B	1228189647
18	5	happiness		A	1228189647
2	13	happiness		B	1228189647
18	7	happiness		A	1228189647
2	15	happiness		B	1228224558
8	12	happiness		A	1228224558
9	15	happiness		B	1228224558
12	7	happiness		B	1228224558
9	5	happiness		B	1228224558
17	15	happiness		B	1228224558
2	9	happiness		B	1228224558
12	2	happiness		A	1228224558
12	7	happiness		B	1228224558
10	3	happiness		A	1228224558
2	13	happiness		B	1228224558
16	7	happiness		A	1228224558
5	10	happiness		B	1228224558
14	15	happiness		B	1228224558
18	1	happiness		B	1228224558
1	9	happiness		A	1226880285
14	7	happiness		B	1226880285
16	15	happiness		B	1226880285
16	1	happiness		B	1226880285
18	2	happiness		A	1226880285
6	18	happiness		B	1226880285
3	17	happiness		A	1226880285
1	8	happiness		A	1226880285
16	12	happiness		A	1226880285
8	3	happiness		A	1226880285
9	18	happiness		B	1226880285
15	5	happiness		A	1226880285
5	14	happiness		B	1226880285
5	2	happiness		A	1226880285
13	15	happiness		A	1226880285
18	7	happiness		A	1225070813
4	7	happiness		B	1225070813
6	8	happiness		B	1225070813
6	7	happiness		B	1225070813
13	6	happiness		A	1225070813
9	10	happiness		B	1225070813
5	15	happiness		B	1225070813
8	11	happiness		A	1225070813
17	8	happiness		B	1225070813
6	12	happiness		B	1225070813
9	7	happiness		B	1225070813
18	2	happiness		A	1225070813
6	14	happiness		B	1225070813
2	6	happiness		A	1225070813
9	14	happiness		A	1225070813
4	15	happiness		B	1225169890
6	15	happiness		B	1225169890
2	15	happiness		B	1225169890
2	14	happiness		B	1225169890
6	16	happiness		B	1225169890
7	4	happiness		A	1225169890
17	18	happiness		B	1225169890
3	15	happiness		A	1225169890
3	9	happiness		A	1225169890
12	9	happiness		B	1225169890
6	15	happiness		B	1225169890
11	14	happiness		B	1225169890
8	6	happiness		A	1225169890
5	15	happiness		B	1225169890
6	4	happiness		B	1225169890
18	5	happiness		B	1228201811
4	13	happiness		A	1228201811
14	15	happiness		B	1228201811
10	17	happiness		A	1228201811
3	12	happiness		A	1228201811
12	17	happiness		A	1228201811
15	2	happiness		A	1228201811
8	16	happiness		A	1228201811
1	6	happiness		B	1228201811
15	10	happiness		A	1228201811
3	5	happiness		B	1228201811
3	1	happiness		A	1228201811
10	5	happiness		B	1228201811
16	12	happiness		B	1228201811
12	8	happiness		A	1228201811
1	6	happiness		A	1227975308
16	2	happiness		A	1227975308
6	10	happiness		B	1227975308
16	6	happiness		A	1227975308
18	4	happiness		A	1227975308
5	8	happiness		A	1227975308
4	13	happiness		A	1227975308
15	6	happiness		A	1227975308
6	17	happiness		B	1227975308
12	17	happiness		B	1227975308
11	4	happiness		A	1227975308
13	15	happiness		B	1227975308
4	10	happiness		B	1227975308
8	10	happiness		B	1227975308
11	10	happiness		B	1227975308
11	8	happiness		A	1227015062
18	12	happiness		A	1227015062
7	9	happiness		B	1227015062
11	14	happiness		B	1227015062
5	16	happiness		B	1227015062
11	12	happiness		B	1227015062
10	13	happiness		B	1227015062
14	10	happiness		B	1227015062
18	14	happiness		B	1227015062
16	18	happiness		B	1227015062
13	6	happiness		B	1227015062
18	3	happiness		B	1227015062
18	14	happiness		B	1227015062
3	18	happiness		B	1227015062
10	3	happiness		B	1227015062
11	18	happiness		A	1228132454
11	10	happiness		A	1228132454
18	3	happiness		A	1228132454
18	9	happiness		B	1228132454
4	18	happiness		A	1228132454
9	15	happiness		A	1228132454
7	16	happiness		B	1228132454
16	7	happiness		A	1228132454
17	8	happiness		A	1228132454
2	16	happiness		A	1228132454
13	18	happiness		A	1228132454
6	5	happiness		B	1228132454
6	12	happiness		A	1228132454
8	2	happiness		A	1228132454
3	11	happiness		B	1228132454
18	11	happiness		B	1228156058
12	18	happiness		B	1228156058
10	7	happiness		A	1228156058
18	5	happiness		A	1228156058
9	12	happiness		B	1228156058
9	17	happiness		B	1228156058
14	16	happiness		A	1228156058
15	17	happiness		B	1228156058
13	17	happiness		A	1228156058
14	4	happiness		B	1228156058
9	2	happiness		A	1228156058
13	12	happiness		A	1228156058
15	4	happiness		B	1228156058
9	2	happiness		A	1228156058
3	16	happiness		B	1228156058
9	14	happiness		A	1227649227
11	4	happiness		A	1227649227
2	10	happiness		B	1227649227
6	5	happiness		B	1227649227
15	6	happiness		A	1227649227
18	8	happiness		A	1227649227
11	10	happiness		B	1227649227
9	5	happiness		A	1227649227
2	9	happiness		B	1227649227
14	2	happiness		A	1227649227
12	11	happiness		B	1227649227
16	7	happiness		A	1227649227
8	11	happiness		B	1227649227
17	6	happiness		B	1227649227
3	8	happiness		B	1227649227
15	6	happiness		A	1228224714
3	5	happiness		B	1228224714
12	2	happiness		A	1228224714
8	9	happiness		B	1228224714
8	6	happiness		A	1228224714
6	11	happiness		B	1228224714
6	8	happiness		B	1228224714
8	5	happiness		A	1228224714
16	8	happiness		B	1228224714
11	6	happiness		A	1228224714
18	7	happiness		A	1228224714
7	4	happiness		B	1228224714
15	6	happiness		A	1228224714
9	18	happiness		A	1228224714
12	13	happiness		B	1228224714
4	15	happiness		B	1227070493
4	9	happiness		B	1227070493
5	16	happiness		A	1227070493
5	3	happiness		A	1227070493
1	10	happiness		B	1227070493
2	4	happiness		B	1227070493
12	5	happiness		B	1227070493
5	8	happiness		A	1227070493
6	11	happiness		B	1227070493
8	14	happiness		A	1227070493
13	6	happiness		A	1227070493
5	1	happiness		A	1227070493
1	8	happiness		B	1227070493
17	11	happiness		B	1227070493
2	12	happiness		B	1227070493
2	5	happiness		B	1225630402
